1 0.128646 0.593395 0.0416667 0.0759943
1 0.556771 0.757812 0.0635417 0.102273
1 0.990885 0.200639 0.0161458 0.0632102
1 0.892708 0.840909 0.0708333 0.0965909
1 0.895312 0.0241477 0.0375 0.0482955
1 0.329427 0.945312 0.0390625 0.0752841
1 0.536458 0.988281 0.05 0.0234375
1 0.676562 0.61044 0.0572917 0.071733
1 0.404687 0.865767 0.084375 0.110795
1 0.158333 0.198153 0.04375 0.0752841
1 0.201562 0.377486 0.0510417 0.056108
1 0.483073 0.673295 0.0588542 0.0809659
1 0.156771 0.389915 0.0385417 0.0596591
1 0.178646 0.54581 0.0552083 0.068892
1 0.349219 0.0490057 0.0609375 0.0852273
1 0.251563 0.12358 0.0489583 0.0795455
1 0.676562 0.437855 0.04375 0.0646307
1 0.715104 0.394886 0.0375 0.0639205
1 0.852083 0.637784 0.0458333 0.078125
1 0.175521 0.84233 0.0708333 0.09375
1 0.43125 0.979403 0.05625 0.0411932
1 0.271615 0.477983 0.0557292 0.0752841
1 0.403906 0.43821 0.0630208 0.0738636
1 0.944531 0.46946 0.0609375 0.0667614
1 0.465625 0.185369 0.053125 0.0909091
1 0.310937 0.984375 0.0385417 0.03125
1 0.683594 0.803977 0.0578125 0.100852
1 0.852344 0.89169 0.0421875 0.0674716
1 0.872135 0.813565 0.0578125 0.0816761
1 0.707031 0.0877131 0.0546875 0.0603693
1 0.626302 0.227983 0.0473958 0.0667614
1 0.777083 0.258878 0.0635417 0.087358
1 0.74401 0.0319602 0.0484375 0.0482955
1 0.0148437 0.40483 0.0255208 0.0823864
1 0.59401 0.31392 0.0494792 0.0752841
1 0.259635 0.578835 0.0505208 0.09375
1 0.145313 0.024858 0.0427083 0.0497159
1 0.178385 0.711293 0.0546875 0.0660511
1 0.626823 0.467685 0.0463542 0.0646307
1 0.895312 0.0788352 0.0479167 0.0596591
1 0.0778646 0.439631 0.0619792 0.0653409
1 0.930208 0.534801 0.065625 0.0752841
1 0.821615 0.76669 0.0588542 0.0774148
1 0.985417 0.453835 0.0291667 0.0610795
1 0.197656 0.123224 0.0442708 0.0774148
1 0.101562 0.374645 0.05625 0.0788352
1 0.790625 0.976562 0.0572917 0.046875
1 0.825 0.536932 0.059375 0.09375
1 0.205469 0.214489 0.0453125 0.0681818
1 0.658333 0.898438 0.046875 0.0653409
1 0.0276042 0.174006 0.0552083 0.0653409
1 0.748958 0.423651 0.0572917 0.0830966
1 0.509896 0.73473 0.0552083 0.068892
1 0.522917 0.0553977 0.053125 0.0909091
1 0.065625 0.801136 0.06875 0.105114
1 0.813802 0.623224 0.0473958 0.0703125
1 0.386979 0.958452 0.0427083 0.0646307
1 0.975521 0.034446 0.0427083 0.0660511
1 0.528125 0.863281 0.0635417 0.0703125
1 0.870833 0.622869 0.0427083 0.0809659
1 0.939323 0.944247 0.0619792 0.0830966
1 0.445573 0.490057 0.0515625 0.0639205
1 0.932031 0.783736 0.0578125 0.0745739
1 0.745573 0.802557 0.0484375 0.0738636
1 0.944531 0.0550426 0.0651042 0.0632102
1 0.765104 0.543324 0.0541667 0.0653409
1 0.408333 0.285511 0.0458333 0.0696023
1 0.753646 0.124645 0.0572917 0.0788352
1 0.954948 0.398082 0.0630208 0.0674716
1 0.840104 0.650923 0.0333333 0.068892
1 0.990885 0.70348 0.0182292 0.0674716
1 0.448177 0.318537 0.0338542 0.053267
1 0.583073 0.979403 0.0557292 0.0411932
1 0.833854 0.748935 0.0447917 0.0674716
1 0.938542 0.282315 0.0552083 0.0632102
1 0.701042 0.166903 0.0458333 0.0710227
1 0.359896 0.691761 0.0489583 0.0653409
1 0.448438 0.883878 0.0625 0.0816761
1 0.571094 0.895597 0.0546875 0.100852
1 0.901823 0.137429 0.0432292 0.0660511
1 0.75026 0.32848 0.0588542 0.0916193
1 0.0195312 0.0305398 0.0390625 0.0610795
1 0.33099 0.414418 0.0515625 0.0703125
1 0.725781 0.67152 0.0546875 0.0646307
1 0.805208 0.789062 0.0625 0.0767045
1 0.986458 0.26527 0.0270833 0.0617898
1 0.646354 0.334872 0.0479167 0.0603693
1 0.865365 0.150923 0.0526042 0.0646307
1 0.204948 0.45206 0.0598958 0.0830966
1 0.338281 0.134943 0.0390625 0.0568182
1 0.708333 0.560724 0.0427083 0.0660511
1 0.516927 0.57706 0.0661458 0.0916193
1 0.415104 0.167969 0.0552083 0.071733
1 0.298958 0.753551 0.0447917 0.0639205
1 0.355208 0.509943 0.05 0.0639205
1 0.815625 0.363991 0.040625 0.0646307
1 0.597396 0.552912 0.05 0.0930398
1 0.841406 0.284446 0.0588542 0.110085
1 0.178125 0.971591 0.0645833 0.0568182
1 0.471615 0.959872 0.0515625 0.0759943
1 0.538802 0.662287 0.0473958 0.0703125
1 0.39974 0.745028 0.0619792 0.0909091
1 0.653125 0.539062 0.0458333 0.0696023
1 0.592708 0.677912 0.0479167 0.068892
1 0.618229 0.119673 0.0541667 0.0816761
1 0.771875 0.911932 0.065625 0.0980114
1 0.677083 0.224077 0.04375 0.0660511
1 0.788542 0.0461648 0.0427083 0.0625
1 0.882812 0.949219 0.0520833 0.0731534
1 0.76875 0.726562 0.046875 0.0625
1 0.626562 0.622869 0.046875 0.0653409
1 0.0828125 0.919389 0.0552083 0.0774148
1 0.852865 0.375355 0.0505208 0.071733
1 0.136719 0.122869 0.0505208 0.0738636
1 0.494271 0.471236 0.0572917 0.084517
1 0.265625 0.835582 0.0729167 0.111506
1 0.978646 0.808239 0.0427083 0.107955
1 0.98125 0.103693 0.0375 0.0681818
1 0.807292 0.687855 0.0427083 0.0632102
1 0.735937 0.963778 0.0510417 0.0724432
1 0.376042 0.82777 0.0604167 0.100142
1 0.132031 0.507102 0.0598958 0.078125
1 0.685938 0.0227273 0.04375 0.0454545
1 0.665625 0.392401 0.0375 0.0617898
1 0.983333 0.919389 0.0333333 0.0745739
1 0.266406 0.339844 0.0484375 0.0759943
1 0.836458 0.0948153 0.0479167 0.0674716
1 0.814844 0.151634 0.0473958 0.0660511
1 0.159635 0.854403 0.0463542 0.078125
1 0.566927 0.730114 0.0494792 0.0724432
1 0.204427 0.814276 0.0557292 0.0802557
1 0.535156 0.79723 0.0463542 0.0731534
1 0.681771 0.959517 0.0447917 0.0752841
1 0.622396 0.955611 0.0447917 0.0759943
1 0.618229 0.400568 0.040625 0.0667614
1 0.427865 0.102273 0.0484375 0.0582386
1 0.321875 0.319247 0.053125 0.0830966
1 0.657292 0.0614347 0.0489583 0.0617898
1 0.277344 0.924006 0.0640625 0.0724432
1 0.39401 0.592685 0.0526042 0.0887784
2 0.515365 0.316761 0.0744792 0.0965909
1 0.579948 0.172585 0.0651042 0.0681818
1 0.966146 0.616832 0.0583333 0.0830966
