1 0.410417 0.0355114 0.0510417 0.0667614
1 0.603125 0.70348 0.0666667 0.0944602
1 0.703646 0.737926 0.025 0.0610795
1 0.53151 0.704545 0.0744792 0.105114
1 0.576042 0.39169 0.05 0.0646307
1 0.457292 0.266335 0.0375 0.0553977
1 0.721615 0.441761 0.0369792 0.0511364
1 0.81276 0.435014 0.0557292 0.0617898
1 0.0117188 0.67223 0.0234375 0.0617898
1 0.0848958 0.621804 0.0479167 0.0731534
1 0.782292 0.775213 0.0791667 0.0944602
1 0.26224 0.552557 0.0442708 0.0667614
1 0.566927 0.0138494 0.0338542 0.0276989
1 0.110417 0.0529119 0.0354167 0.068892
1 0.572656 0.674006 0.0692708 0.0667614
1 0.376823 0.707386 0.0682292 0.0795455
1 0.216406 0.0142045 0.0369792 0.0284091
1 0.984896 0.409801 0.028125 0.0681818
1 0.828646 0.434304 0.0333333 0.0575284
1 0.210938 0.0791903 0.0510417 0.0745739
1 0.490625 0.0301847 0.028125 0.0603693
1 0.432031 0.757812 0.0401042 0.0681818
1 0.828385 0.0298295 0.0401042 0.0582386
1 0.914844 0.0170455 0.0463542 0.0340909
1 0.598958 0.972656 0.0645833 0.0518466
1 0.820052 0.645241 0.0671875 0.0901989
1 0.321615 0.0259233 0.0359375 0.0475852
1 0.622656 0.760298 0.0526042 0.0802557
1 0.78099 0.131037 0.0786458 0.0802557
1 0.335677 0.764915 0.0411458 0.078125
1 0.217708 0.556108 0.0447917 0.0795455
1 0.0367187 0.21875 0.0567708 0.09375
1 0.313542 0.549006 0.0479167 0.0639205
1 0.9125 0.803622 0.0864583 0.0987216
1 0.418229 0.553267 0.0416667 0.0610795
1 0.29375 0.977273 0.0583333 0.0397727
1 0.433073 0.0127841 0.0380208 0.0255682
1 0.977604 0.206676 0.040625 0.0653409
1 0.491406 0.387784 0.0505208 0.0681818
1 0.120573 0.271307 0.0765625 0.0866477
1 0.133073 0.915483 0.0494792 0.078125
1 0.832552 0.867898 0.0536458 0.0866477
1 0.66849 0.0177557 0.0526042 0.0355114
1 0.892448 0.583807 0.0463542 0.0724432
1 0.432031 0.899858 0.0515625 0.0795455
1 0.0361979 0.629261 0.0557292 0.0980114
1 0.0192708 0.50142 0.0385417 0.0625
1 0.298698 0.0820312 0.0463542 0.0674716
1 0.830469 0.14027 0.0640625 0.0859375
1 0.929167 0.00852273 0.0479167 0.0170455
1 0.551302 0.509588 0.0463542 0.0546875
1 0.96875 0.222301 0.0479167 0.0681818
1 0.986719 0.544389 0.0244792 0.0830966
1 0.76224 0.288707 0.0682292 0.121449
1 0.320312 0.964489 0.0479167 0.0625
1 0.021875 0.885298 0.04375 0.0518466
1 0.641667 0.012429 0.0385417 0.024858
1 0.0291667 0.950994 0.0458333 0.078125
1 0.719531 0.498224 0.0359375 0.0504261
1 0.538802 0.0138494 0.0317708 0.0276989
1 0.958854 0.351562 0.05625 0.046875
1 0.283073 0.440341 0.0411458 0.0511364
1 0.528646 0.776989 0.0697917 0.103693
1 0.455729 0.0340909 0.053125 0.0681818
1 0.888542 0.221946 0.0489583 0.0603693
1 0.642969 0.928622 0.0661458 0.0901989
1 0.671615 0.933239 0.0630208 0.0923295
1 0.253385 0.191406 0.0369792 0.0490057
1 0.88151 0.0284091 0.0515625 0.0568182
1 0.689062 0.72017 0.04375 0.0582386
